id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
163416,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-07-18,,,,Martial law administrator,3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,2,5,2003-05-19,2003-07-17,1,2,0,0,3,3,3
163817,2004,1,2004,2004,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,-1,AFP 21/4,,,,Police,1,Langsa town,Aceh Province,East Aceh Regency,4.48,97.963333,POINT (97.963333 4.480000),135916,Indonesia,850,IDN,Asia,1,1,2004-04-18,2004-04-18,0,0,1,0,1,1,1
141832,1989,0,1989,1989,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,1,Tiro village,Aceh Province,Pidie Regency,5.1766,95.9615,POINT (95.961500 5.176600),137352,Indonesia,850,IDN,Asia,1,1,1989-05-30,1989-05-30,2,0,0,0,2,2,2
141986,1990,1,1990,1990,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,2,Geumpang area,Aceh Province,Pidie Regency,4.846,96.278,POINT (96.278000 4.846000),136633,Indonesia,850,IDN,Asia,1,1,1990-07-13,1990-07-13,0,0,1,0,1,1,1
129081,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,1,"""Jakarta Post,2002-03-18,Six people found dead in Aceh.""",Jakarta Post,2002-03-18,Six people found dead in Aceh.,,2,Banda Aceh Town,Aceh Province,Kota Banda Aceh,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,2002-03-16,2002-03-16,0,0,0,0,0,0,1
141833,1989,0,1989,1989,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, Editor Magazine",1,Tiro village,Aceh Province,Pidie Regency,5.1766,95.9615,POINT (95.961500 5.176600),137352,Indonesia,850,IDN,Asia,1,4,1989-04-20,1989-05-02,0,1,0,0,1,1,1
163507,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-07-18,,,,Military sopkesman,3,Aceh Besar Regency,Aceh Province,Aceh Besar Regency,5.366667,95.533333,POINT (95.533333 5.366667),137352,Indonesia,850,IDN,Asia,2,5,2003-05-19,2003-07-17,10,6,0,0,16,16,16
141834,1989,0,1989,1989,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Straits Times, 1989-09-28, Rebels raid Aceh army post",,,,army,2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,1989-09-26,1989-09-26,1,0,0,0,1,1,1
141038,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters, 1990-06-22, WAVE OF VIOLENCE IN ACEH HAS INDONESIAN GOVERNMENT WORRIED",,,,local human rights group,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,2,5,1990-01-01,1990-06-21,0,0,0,0,0,0,53
140768,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,4,Timor Timur Province,Timor Timur Province,,-8.566667,125.566667,POINT (125.566667 -8.566667),117252,Indonesia,850,IDN,Asia,2,5,1990-01-01,1990-12-31,0,0,0,3,3,3,3
164003,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,3,Ainaro Regency,Timor Timur Province,Ainaro Regency,-9.083333,125.483333,POINT (125.483333 -9.083333),116531,Indonesia,850,IDN,Asia,2,5,1990-01-01,1990-12-31,0,0,0,2,2,2,2
164004,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,3,Lautém Regency,Timor Timur Province,Lautém Regency,-8.516667,127.033333,POINT (127.033333 -8.516667),117255,Indonesia,850,IDN,Asia,2,5,1990-01-01,1990-12-31,0,0,0,2,2,2,2
141836,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Straits Times, 1990-04-04, Policeman killed in Aceh",,,,police,2,Matangkuli town,Aceh Province,North Aceh Regency,5.033491,97.277406,POINT (97.277406 5.033491),137355,Indonesia,850,IDN,Asia,1,1,1990-04-03,1990-04-03,1,0,0,0,1,1,1
141846,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Straits Times, 1990-06-07, Two suspected Aceh rebels killed by Indonesian troops",,,,military spokesman,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,2,5,1990-04-06,1990-06-06,1,0,0,0,1,1,1
141842,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Straits Times, 1990-05-04, Gunmen kill two policemen in Aceh",,,,police sources,1,Sigli town,Aceh Province,Pidie Regency,5.384444,95.959444,POINT (95.959444 5.384444),137352,Indonesia,850,IDN,Asia,1,1,1990-05-02,1990-05-02,2,0,0,0,0,2,2
141884,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"family, village head",1,Terangon village,Aceh Province,Southeast Aceh Regency,4.1298,96.932,POINT (96.932000 4.129800),135914,Indonesia,850,IDN,Asia,1,1,1990-05-10,1990-05-10,0,0,1,0,1,1,1
141948,1990,1,1990,1990,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, army",1,Keutapung village,Aceh Province,Pidie Regency,5.368517,95.929743,POINT (95.929743 5.368517),137352,Indonesia,850,IDN,Asia,1,1,1990-05-24,1990-05-24,0,0,1,0,1,1,1
141843,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters, 1990-05-31, GUNMEN KILL TWO SOLDIERS, SCHOOLGIRL IN ACEH.",,,,military spokesman,1,Buloh Blang Ara village,Aceh Province,North Aceh Regency,5.112478,97.077766,POINT (97.077766 5.112478),137355,Indonesia,850,IDN,Asia,1,1,1990-05-28,1990-05-28,4,0,1,0,5,5,5
141831,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, army",1,Langsa town,Aceh Province,East Aceh Regency,4.48,97.963333,POINT (97.963333 4.480000),135916,Indonesia,850,IDN,Asia,1,1,1990-06-04,1990-06-04,3,1,0,0,4,4,5
141844,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, army",1,Langsa town,Aceh Province,East Aceh Regency,4.48,97.963333,POINT (97.963333 4.480000),135916,Indonesia,850,IDN,Asia,1,1,1990-06-06,1990-06-06,0,0,1,0,1,1,1
141845,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, army",1,Bintah village,Aceh Province,West Aceh Regency,4.553528,95.951129,POINT (95.951129 4.553528),136632,Indonesia,850,IDN,Asia,1,1,1990-06-06,1990-06-06,3,0,0,1,4,4,4
141949,1990,1,1990,1990,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,1,Cot Manyang village,Aceh Province,Southwest Aceh Regency,4.251945,96.363826,POINT (96.363826 4.251945),135913,Indonesia,850,IDN,Asia,1,2,1990-06-09,1990-06-11,0,0,1,0,1,1,1
141847,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Business Times Singapore, 1990-06-20, Troops kill six",,,,army sources,2,Simpang Ulin,Aceh Province,East Aceh Regency,5.099193,97.567292,POINT (97.567292 5.099193),137356,Indonesia,850,IDN,Asia,1,1,1990-06-18,1990-06-18,0,2,0,0,2,2,2
141848,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Business Times Singapore, 1990-06-20, Troops kill six",,,,army sources,2,Idi Rayeuk town,Aceh Province,East Aceh Regency,4.95,97.775,POINT (97.775000 4.950000),136636,Indonesia,850,IDN,Asia,1,1,1990-06-19,1990-06-19,0,4,0,0,4,4,4
141835,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Straits Times, 1990-04-04, Policeman killed in Aceh , HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,police,3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,1,1,1990-03-17,1990-03-17,1,0,0,0,0,1,1
141240,1992,0,1992,1992,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1992-02-19, COMMISSION OF INQUIRY NEEDED FOR ACEH",,,,army,2,Padang Tiji area,Aceh Province,Pidie Regency,5.383107,95.845746,POINT (95.845746 5.383107),137352,Indonesia,850,IDN,Asia,1,1,1992-01-21,1992-01-21,0,1,0,0,1,1,1
140872,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, army",2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,1990-06-29,1990-06-29,2,0,1,4,0,7,7
141849,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, Kompas newspaper",1,Alue Punti,Aceh Province,East Aceh Regency,4.440633,98.015378,POINT (98.015378 4.440633),135917,Indonesia,850,IDN,Asia,1,1,1990-06-30,1990-06-30,0,0,0,1,1,1,2
140873,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,military press release,2,Baktia village,Aceh Province,North Aceh Regency,5.090192,97.4057,POINT (97.405700 5.090192),137355,Indonesia,850,IDN,Asia,1,1,1990-07-01,1990-07-01,0,1,0,0,1,1,1
140956,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,2,Geumpang area,Aceh Province,Pidie Regency,4.846,96.278,POINT (96.278000 4.846000),136633,Indonesia,850,IDN,Asia,1,4,1990-07-01,1990-07-16,1,0,0,0,1,1,1
140959,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,2,Geumpang area,Aceh Province,Pidie Regency,4.846,96.278,POINT (96.278000 4.846000),136633,Indonesia,850,IDN,Asia,1,4,1990-07-01,1990-07-18,0,2,0,0,2,2,2
140856,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,military press release,1,Krueng Pase,Aceh Province,North Aceh Regency,5.15,97.2333,POINT (97.233300 5.150000),137355,Indonesia,850,IDN,Asia,1,1,1990-07-06,1990-07-06,2,0,5,0,7,7,7
140858,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,1,Alue Nibong village,Aceh Province,East Aceh Regency,4.7859,97.8903,POINT (97.890300 4.785900),136636,Indonesia,850,IDN,Asia,1,1,1990-07-17,1990-07-17,0,0,0,1,1,1,1
140874,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,"HRW, Kompas newspaper",2,Geumpang area,Aceh Province,Pidie Regency,4.846,96.278,POINT (96.278000 4.846000),136633,Indonesia,850,IDN,Asia,1,1,1990-07-18,1990-07-18,0,0,0,2,2,2,2
140962,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,1,Ulee Rubek Timur,Aceh Province,North Aceh Regency,5.218,97.4226,POINT (97.422600 5.218000),137355,Indonesia,850,IDN,Asia,1,1,1990-07-24,1990-07-24,0,0,0,1,1,1,1
141024,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,1,Dama Tutong village,Aceh Province,East Aceh Regency,4.767881,97.885766,POINT (97.885766 4.767881),136636,Indonesia,850,IDN,Asia,1,1,1990-07-31,1990-07-31,0,1,0,0,1,1,1
141037,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh",,,,HRW,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,1990-09-09,1990-09-09,0,2,0,0,2,2,2
141882,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh: AI, 1993-12-27",,,,multiple eyewitnesses,1,Rancong village,Aceh Province,North Aceh Regency,5.244149,96.836961,POINT (96.836961 5.244149),137354,Indonesia,850,IDN,Asia,1,1,1990-09-12,1990-09-12,0,0,56,0,17,56,56
142003,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh: AI, 1993-12-29",,,,HRW,1,Matang Reubek town,Aceh Province,North Aceh Regency,5.035292,97.505063,POINT (97.505063 5.035292),137356,Indonesia,850,IDN,Asia,1,1,1990-09-14,1990-09-14,0,0,1,0,1,1,1
142012,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh: AI, 1993-12-29",,,,HRW,2,Simpang Ulin,Aceh Province,East Aceh Regency,5.099193,97.567292,POINT (97.567292 5.099193),137356,Indonesia,850,IDN,Asia,1,1,1990-09-20,1990-09-20,0,0,0,1,1,1,1
142013,1990,1,1990,1990,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"HRW, 1990-12-27, Indonesia: Human Rights Abuses in Aceh: AI, 1993-12-29",,,,HRW,1,Peureulak town,Aceh Province,East Aceh Regency,4.81,97.895,POINT (97.895000 4.810000),136636,Indonesia,850,IDN,Asia,1,1,1990-09-27,1990-09-27,0,0,0,1,1,1,1
141850,1990,1,1990,1990,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters, 1990-11-23, Indonesian soldiers kill nine Aceh rebels",,,,"army, foreign press",4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,2,4,1990-11-10,1990-11-23,0,9,0,0,9,9,9
141890,1991,1,1991,1991,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"AI, 1993-07-21, Shock Therapy, Restoring Order in Aceh, 1989-1993",,,,"AI, eyewitnesses, low-level local official",1,Sigli town,Aceh Province,Pidie Regency,5.384444,95.959444,POINT (95.959444 5.384444),137352,Indonesia,850,IDN,Asia,1,1,1991-05-04,1991-05-04,0,0,5,0,5,5,5
141047,1991,1,1991,1991,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,3,Lautém Regency,Timor Timur Province,Lautém Regency,-8.516667,127.033333,POINT (127.033333 -8.516667),117255,Indonesia,850,IDN,Asia,2,5,1991-01-01,1991-12-31,0,0,0,2,2,2,2
141048,1991,1,1991,1991,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,3,Baukau Regency,Timor Timur Province,Baukau Regency,-8.583333,126.5,POINT (126.500000 -8.583333),117254,Indonesia,850,IDN,Asia,2,5,1991-01-01,1991-12-31,0,0,0,1,1,1,2
141049,1991,1,1991,1991,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,3,Manatuto Regency,Timor Timur Province,Manatuto Regency,-8.7,125.916667,POINT (125.916667 -8.700000),117252,Indonesia,850,IDN,Asia,2,5,1991-01-01,1991-12-31,0,0,0,2,2,2,2
141086,1991,1,1991,1991,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 233,,,,Truth and Reconciliation Commission,3,Manufahi Regency,Timor Timur Province,Manufahi Regency,-9.0,125.783333,POINT (125.783333 -9.000000),117252,Indonesia,850,IDN,Asia,2,5,1991-01-01,1991-12-31,0,0,0,1,1,1,1
141892,1991,1,1991,1991,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"AI, 1993-07-21, Shock Therapy, Restoring Order in Aceh, 1989-1993",,,,survivng eyewitness,2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,4,1991-02-01,1991-02-28,0,0,2,0,2,2,2
141149,1991,1,1991,1991,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"South China Morning Post (HK), 1991-04-17, More Troops sent to fight Aceh rebels",,,,South China Morning Post Aggregate,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,2,5,1991-02-01,1991-04-17,0,0,0,0,0,0,74
142313,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,,,,,military spokesman Major Zaenal Muttaqin,3,West Aceh Regency,Aceh Province,West Aceh Regency,4.45,96.183333,POINT (96.183333 4.450000),135913,Indonesia,850,IDN,Asia,1,1,2002-07-24,2002-07-24,1,0,0,0,1,1,1
141184,1991,1,1991,1991,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters, 1991-07-10, SEVEN INDONESIAN REBELS DIE IN MILITARY RAIDS IN ACEH.",,,,Kompas daily,1,Peudada town,Aceh Province,North Aceh Regency,5.04763,96.556988,POINT (96.556988 5.047630),137354,Indonesia,850,IDN,Asia,1,1,1991-07-05,1991-07-05,0,4,0,0,4,4,4
141187,1991,1,1991,1991,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters, 1991-07-10, SEVEN INDONESIAN REBELS DIE IN MILITARY RAIDS IN ACEH.",,,,Kompas daily,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,3,1991-07-03,1991-07-09,0,3,0,0,3,3,3
141085,1991,1,1991,1991,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1992-02-19, COMMISSION OF INQUIRY NEEDED FOR ACEH",,,,army,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,2,1991-09-23,1991-09-25,0,3,0,0,3,3,3
141092,1991,1,1991,1991,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1992-02-19, COMMISSION OF INQUIRY NEEDED FOR ACEH",,,,army,1,Jambo Aye village,Aceh Province,North Aceh Regency,5.089694,97.448953,POINT (97.448953 5.089694),137355,Indonesia,850,IDN,Asia,1,1,1991-09-29,1991-09-29,0,3,0,0,3,3,3
141130,1991,1,1991,1991,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"HRW, 1992-02-19, COMMISSION OF INQUIRY NEEDED FOR ACEH",,,,army,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,1991-11-15,1991-11-15,0,1,0,5,6,6,6
141159,1992,0,1992,1992,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"AI, 1993-07-21, Shock Therapy, Restoring Order in Aceh, 1989-1993",,,,AI,1,Idi Rayeuk town,Aceh Province,East Aceh Regency,4.95,97.775,POINT (97.775000 4.950000),136636,Indonesia,850,IDN,Asia,1,1,1992-01-24,1992-01-24,0,0,1,0,1,1,1
141131,1992,0,1992,1992,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"AI, 1993-07-21, Shock Therapy, Restoring Order in Aceh, 1989-1993",,,,AI,1,Lammuelo village,Aceh Province,Pidie Regency,5.25,95.933,POINT (95.933000 5.250000),137352,Indonesia,850,IDN,Asia,1,1,1992-03-14,1992-03-14,0,0,1,0,1,1,1
141383,1992,1,1992,1992,1,330,Indonesia: East Timor,720,Government of Indonesia - CNRT,155,850.0,Government of Indonesia,290,,CNRT,-1,"Reuters, 6/24/1992, TIMOR REBELS DIE IN CLASH WITH TROOPS",,,,army,3,Manufahi Regency,Timor Timur Province,Manufahi Regency,-9.0,125.783333,POINT (125.783333 -9.000000),117252,Indonesia,850,IDN,Asia,1,1,1992-06-22,1992-06-22,0,2,0,0,2,2,2
